Epoch,Influence Score,Index,Input,Label
5000,0.011541675,469,8-92,12
5000,-0.0009817651,470,72-53,19
5000,0.022717198,471,45-94,47
5000,-0.06845359,472,43-40,3
5000,-0.47865164,473,97-15,82
5000,0.0074748574,474,34-17,17
5000,-0.035145164,475,91-91,0
5000,0.0011610792,476,89-68,21
5000,-0.14184748,477,19-84,31
5000,-0.07367206,478,72-19,53
5000,-8.174848e-05,479,69-63,6
5000,0.00065326644,480,77-78,95
5000,-1.7109362,481,30-49,77
5000,0.009846012,482,11-97,10
5000,0.007460434,483,87-68,19
5000,0.006388586,484,61-93,64
5000,0.63428926,485,79-20,59
5000,-0.17064312,486,43-67,72
5000,-0.00058035867,487,42-53,85
5000,-0.004077558,488,59-62,93
5000,0.05081228,489,53-85,64
5000,-0.0972064,490,20-81,35
5000,-3.054869e-05,491,17-21,92
5000,0.44747055,492,80-8,72
5000,-0.115000464,493,53-6,47
5000,0.0001114736,494,37-60,73
5000,-0.00089916494,495,26-26,0
5000,1.4999968,496,20-6,14
5000,-0.005005129,497,89-13,76
5000,0.0004172438,498,15-18,93
5000,0.005531425,499,65-21,44
5000,-0.3605599,500,89-88,1
5000,-0.012279153,501,80-38,42
5000,0.0013133147,502,25-24,1
5000,0.010012501,503,86-29,57
5000,0.016505852,504,72-81,87
5000,0.001077566,505,86-50,36
5000,0.010200976,506,52-64,84
5000,0.0014824667,507,70-80,86
5000,-0.10331114,508,97-64,33
5000,0.036137268,509,58-11,47
5000,-0.014497872,510,26-91,31
5000,-0.091444254,511,90-59,31
5000,0.10538613,512,80-85,91
5000,-0.02360493,513,9-85,20
5000,0.31535548,514,95-53,42
5000,0.08877732,515,65-9,56
5000,0.008456605,516,69-36,33
5000,-0.007550375,517,56-21,35
5000,-0.14264709,518,70-29,41
5000,7.446208e-05,519,44-63,77
5000,1.4537002,520,6-29,73
5000,-0.08220473,521,43-90,49
5000,0.0022272745,522,19-92,23
5000,-0.007184653,523,68-92,72
5000,0.00014415677,524,23-25,94
5000,0.7969151,525,89-56,33
5000,0.13404918,526,74-91,79
5000,0.2436295,527,44-46,94
5000,0.016365815,528,34-77,53
5000,-0.013452347,529,37-93,40
5000,-0.036908895,530,65-71,90
5000,0.00061665964,531,73-65,8
5000,0.3420425,532,40-67,69
5000,-0.007340175,533,5-61,40
5000,0.0015348601,534,33-41,88
5000,-0.0166513,535,46-76,66
5000,-0.0018823796,536,23-35,84
5000,-0.26177952,537,29-89,36
5000,-0.20885447,538,17-70,43
5000,0.0013958921,539,33-79,50
5000,0.033375308,540,66-8,58
5000,0.0005583997,541,44-42,2
5000,-0.48533505,542,49-66,79
5000,-0.08256851,543,55-46,9
5000,0.00043543358,544,64-69,91
5000,-0.17020391,545,21-92,25
5000,0.05531049,546,10-39,67
5000,-4.4650555e-05,547,13-7,6
5000,0.0648476,548,69-18,51
5000,0.0007339999,549,20-93,23
5000,-0.0057632294,550,86-49,37
5000,-0.13605243,551,23-17,6
5000,-0.0042348476,552,69-49,20
5000,-0.001987119,553,66-92,70
5000,0.020564593,554,92-6,86
5000,-0.031846564,555,47-37,10
5000,-0.08096378,556,66-35,31
5000,0.6004199,557,84-39,45
5000,0.010658058,558,79-40,39
5000,-0.0060561085,559,85-35,50
5000,0.110388204,560,5-26,75
5000,0.006625047,561,56-17,39
5000,-0.042548627,562,63-26,37
5000,0.0051048445,563,38-8,30
5000,-0.001703943,564,55-85,66
5000,-0.00093713345,565,38-81,53
5000,-0.0057519814,566,22-37,81
5000,-0.0014274723,567,83-2,81
5000,0.3134674,568,16-3,13
5000,-0.014737695,569,89-16,73
5000,-0.0024560778,570,71-58,13
5000,0.33441994,571,5-67,34
5000,0.4961511,572,97-58,39
5000,-0.14700148,573,63-9,54
5000,-0.002144183,574,6-7,95
5000,0.08923467,575,94-73,21
5000,-0.00500081,576,28-60,64
5000,0.0016301911,577,55-39,16
5000,0.0043932605,578,68-83,81
5000,-0.0014305105,579,31-11,20
5000,0.010183189,580,40-75,61
5000,-0.0058041643,581,69-11,58
5000,-0.0031483131,582,51-16,35
5000,0.003284227,583,55-23,32
5000,1.7576011,584,95-96,95
5000,-0.0009698093,585,55-27,28
5000,-0.2702805,586,89-87,2
5000,-0.05318869,587,27-31,92
5000,-1.3972323e-05,588,65-68,93
5000,-0.009265907,589,53-28,25
5000,0.0036654905,590,2-59,39
5000,-0.051387254,591,19-66,49
5000,-0.017657388,592,78-59,19
5000,-0.00026804305,593,82-57,25
5000,-0.0017324984,594,67-12,55
5000,-0.004753813,595,45-76,65
5000,0.027128072,596,8-11,93
5000,0.00045672752,597,80-94,82
5000,0.18783988,598,17-26,87
5000,0.0003598386,599,37-78,55
5000,0.0006192461,600,82-54,28
5000,-0.002899408,601,18-34,80
5000,-0.004670788,602,80-9,71
5000,0.0140769025,603,14-7,7
5000,0.00080759765,604,79-17,62
5000,-0.026552115,605,93-36,57
5000,0.43091413,606,57-58,95
5000,-0.0027032131,607,11-95,12
5000,-0.003672555,608,31-54,73
5000,0.017767172,609,48-42,6
5000,-0.17469871,610,9-58,47
5000,0.0011339593,611,12-70,38
5000,0.24820879,612,54-35,19
5000,2.0062855e-05,613,83-88,91
5000,-0.1511987,614,87-97,86
5000,0.0056561306,615,77-74,3
5000,-0.0004301984,616,32-34,94
5000,0.034781344,617,89-14,75
5000,0.18588993,618,29-85,40
5000,-0.058918025,619,95-97,94
5000,0.0052139084,620,39-70,65
5000,0.0049631028,621,46-59,83
5000,0.07170618,622,29-10,19
5000,-0.00635257,623,89-57,32
5000,-0.0019661593,624,94-43,51
5000,-0.010127998,625,72-47,25
5000,-0.012449663,626,80-96,80
5000,-0.04716731,627,54-21,33
5000,-0.0069131823,628,76-45,31
5000,-0.068816476,629,12-41,67
5000,0.16646817,630,45-18,27
5000,-1.3980775,631,37-12,25
5000,-0.058922887,632,5-14,87
5000,-0.07388711,633,24-49,71
5000,0.000112714944,634,53-66,83
5000,0.004060988,635,53-64,85
5000,0.00040330007,636,80-53,27
5000,-0.061879605,637,24-83,37
5000,0.061006323,638,18-19,95
5000,0.011953831,639,43-17,26
5000,0.008692368,640,28-96,28
5000,-0.03368313,641,63-6,57
5000,-0.0007775205,642,95-45,50
5000,-0.023348823,643,5-48,53
5000,0.71547467,644,8-45,59
5000,0.56232196,645,58-18,40
5000,0.0075035756,646,9-35,70
5000,0.0024375268,647,38-82,52
5000,-0.12632616,648,78-16,62
5000,0.00051499496,649,58-78,76
5000,-0.030577697,650,18-29,85
5000,-0.08689694,651,76-3,73
5000,0.023962809,652,2-32,66
5000,0.027432583,653,67-91,72
5000,-0.00051003834,654,60-34,26
5000,0.24425916,655,48-47,1
5000,-0.5756621,656,7-31,72
5000,-0.72425365,657,7-23,80
5000,-0.0012352507,658,4-66,34
5000,-3.3009128e-05,659,33-81,48
5000,-0.120442554,660,30-23,7
5000,-0.0050634947,661,50-96,50
5000,-0.15197739,662,52-74,74
5000,-0.20248534,663,10-43,63
5000,-0.0022532209,664,51-60,87
5000,-0.015673956,665,84-50,34
5000,0.0016357689,666,44-13,31
5000,-4.3861302e-05,667,36-43,89
5000,-0.00037548575,668,41-97,40
5000,3.7836985e-06,669,52-21,31
5000,-0.021712143,670,86-97,85
5000,0.020860996,671,42-46,92
5000,0.05019779,672,13-80,29
5000,0.014885897,673,46-37,9
5000,0.0005095305,674,91-3,88
5000,-0.010165506,675,48-70,74
5000,-0.0006773585,676,7-33,70
5000,-0.00027412933,677,79-13,66
5000,0.10962917,678,26-30,92
5000,0.00045650796,679,63-24,39
5000,0.048484445,680,6-31,71
5000,-0.017573375,681,65-74,87
5000,0.00024710706,682,4-15,85
5000,-0.0026479797,683,31-19,12
5000,0.1705248,684,34-51,79
5000,0.010214121,685,57-80,73
5000,0.6199382,686,91-82,9
5000,0.0017493579,687,76-12,64
5000,0.03598446,688,36-95,37
5000,0.02014621,689,60-38,22
5000,-0.021045415,690,46-56,86
5000,-0.0040597706,691,32-42,86
5000,-0.4278308,692,22-93,25
5000,0.007320161,693,91-47,44
5000,0.007325655,694,52-4,48
5000,-0.07542073,695,9-22,83
5000,-0.29837885,696,51-41,10
5000,-4.798628e-05,697,58-56,2
5000,-0.10394125,698,83-42,41
5000,-0.0031506105,699,72-68,4
5000,-0.08601273,700,16-38,74
5000,-0.0063754884,701,56-13,43
5000,0.0017281021,702,12-32,76
5000,0.15249991,703,32-75,53
5000,-0.0021519554,704,32-40,88
5000,0.00023570034,705,86-11,75
5000,-0.0015774858,706,65-36,29
5000,-0.0013795001,707,56-93,59
5000,0.52793825,708,31-7,24
5000,-0.007083175,709,35-59,72
5000,0.0042663235,710,4-3,1
5000,-0.0033021928,711,23-97,22
5000,0.00054191,712,34-71,59
5000,0.004306575,713,27-4,23
5000,0.0043230397,714,75-51,24
5000,-0.0066396156,715,90-32,58
5000,0.59685755,716,80-34,46
5000,-0.00079462974,717,44-19,25
5000,-0.0030722849,718,69-43,26
5000,-0.0002167887,719,87-91,92
5000,0.0009933205,720,27-29,94
5000,0.0044469377,721,29-58,67
5000,0.0058465423,722,76-66,10
5000,-0.5443118,723,24-51,69
5000,0.06759797,724,70-6,64
5000,-0.0010075754,725,33-54,75
5000,0.011295192,726,58-80,74
5000,-0.00015870438,727,66-60,6
5000,-0.011452005,728,84-6,78
5000,0.0013743346,729,5-9,92
5000,-5.391116e-05,730,69-57,12
5000,0.08067541,731,53-82,67
5000,0.0062372293,732,15-52,59
5000,-5.136696e-05,733,86-63,23
5000,-0.00013552053,734,83-77,6
5000,0.017310707,735,94-69,25
5000,-0.03206361,736,91-39,52
5000,0.05569534,737,44-75,65
5000,-0.0048200223,738,84-53,31
5000,0.007065856,739,79-5,74
5000,0.031162104,740,6-35,67
5000,-0.00093378226,741,79-90,85
5000,-0.012864774,742,21-23,94
5000,0.17309617,743,39-5,34
5000,-0.0008289731,744,75-83,88
5000,-0.061004616,745,78-18,60
5000,-0.00036695914,746,78-21,57
5000,0.0067908904,747,67-54,13
5000,0.0014778642,748,3-15,84
5000,0.0032425388,749,9-19,86
5000,-0.008741088,750,55-91,60
5000,-0.065443404,751,76-83,89
5000,-2.6746514,752,25-37,84
5000,0.00030150794,753,93-58,35
5000,-0.0009829256,754,60-36,24
5000,-0.0008624613,755,60-92,64
5000,0.31572685,756,20-48,68
5000,-0.049512137,757,52-12,40
5000,-0.0008003609,758,59-14,45
5000,-1.0929016e-05,759,96-90,6
5000,0.06977357,760,87-34,53
5000,0.002702468,761,41-49,88
5000,-0.08767727,762,55-70,81
5000,-0.015007481,763,95-94,1
5000,-0.0005044632,764,21-87,30
5000,-0.0008234489,765,4-6,94
5000,-0.009933806,766,95-13,82
5000,0.0008329168,767,36-40,92
5000,0.036226965,768,44-38,6
5000,0.03328159,769,17-14,3
5000,-0.012631824,770,65-38,27
5000,0.057043027,771,71-11,60
5000,0.0193833,772,41-42,95
5000,0.0041733915,773,18-79,35
5000,-0.00022398749,774,83-44,39
5000,-2.8417687,775,39-8,31
5000,-0.015192186,776,58-63,91
5000,-0.006964283,777,53-31,22
5000,0.19300409,778,72-86,82
5000,0.031095449,779,60-9,51
5000,0.015481082,780,92-69,23
5000,0.00088960887,781,23-92,27
5000,0.0132194795,782,19-74,41
5000,0.1379295,783,91-14,77
5000,0.17235899,784,23-64,55
5000,-0.06433504,785,85-25,60
5000,-0.001096839,786,40-73,63
5000,0.005481295,787,66-75,87
5000,0.015320242,788,58-31,27
5000,-0.9126954,789,34-30,4
5000,0.0015787354,790,34-86,44
5000,-0.021816878,791,42-66,72
5000,-2.269562,792,42-39,3
5000,0.026921002,793,50-55,91
5000,-0.0030325523,794,33-25,8
5000,0.028330727,795,3-32,67
5000,-0.014891937,796,46-13,33
5000,0.0015939479,797,78-41,37
5000,0.16828063,798,31-62,65
5000,-0.00021511067,799,60-61,95
5000,0.005750931,800,19-18,1
5000,0.04109879,801,21-16,5
5000,-0.012175248,802,2-46,52
5000,-0.03362161,803,49-31,18
5000,0.005341537,804,39-31,8
5000,-0.06498597,805,48-56,88
5000,-0.001020372,806,66-3,63
5000,0.00878234,807,46-95,47
5000,-0.0028371883,808,48-60,84
5000,-0.000105237945,809,18-90,24
5000,-0.0018201605,810,59-7,52
5000,-0.0003781452,811,52-72,76
5000,-0.02897351,812,31-56,71
5000,0.0003757039,813,62-65,93
5000,0.089597724,814,12-87,21
5000,-0.08060572,815,56-26,30
5000,-0.006274401,816,83-5,78
5000,0.0037253713,817,58-20,38
5000,-0.0031507933,818,39-26,13
5000,-0.001053863,819,34-53,77
5000,-0.0057426374,820,50-17,33
5000,-0.006178459,821,10-36,70
5000,-0.0009723127,822,16-15,1
5000,0.018840358,823,15-37,74
5000,-0.034082226,824,6-53,49
5000,0.000260252,825,53-20,33
5000,0.026183471,826,67-34,33
5000,-0.00042162265,827,4-24,76
5000,0.047888476,828,41-37,4
5000,0.00031810245,829,89-81,8
5000,8.193581e-05,830,43-79,60
5000,0.20591909,831,72-78,90
5000,-0.016536724,832,16-52,60
5000,0.020428551,833,11-93,14
5000,-0.0018055849,834,3-37,62
5000,-0.0003428651,835,94-48,46
5000,0.033449955,836,86-16,70
5000,0.013951939,837,64-46,18
5000,0.0362328,838,53-81,68
5000,0.00088462327,839,50-23,27
5000,0.00012773571,840,24-59,61
5000,-0.0084949965,841,39-53,82
5000,0.18888612,842,27-48,75
5000,-0.0011907843,843,79-21,58
5000,0.029760348,844,23-20,3
5000,-0.0034531937,845,47-63,80
5000,0.0783969,846,69-2,67
5000,0.0006933988,847,96-40,56
5000,0.00062379445,848,10-70,36
5000,0.23445675,849,68-49,19
5000,-0.023543604,850,45-22,23
5000,-0.007376898,851,14-52,58
5000,0.023577282,852,76-57,19
5000,0.02482963,853,64-53,11
5000,-0.0017401866,854,38-26,12
5000,0.110056944,855,56-11,45
5000,0.01576412,856,78-29,49
5000,-0.017509254,857,52-42,10
5000,0.0344943,858,76-24,52
5000,0.017163586,859,88-20,68
5000,0.00061934144,860,16-21,91
5000,-0.018239435,861,14-96,14
5000,-0.0061143567,862,75-71,4
5000,0.0014648637,863,46-86,56
5000,-0.13803314,864,47-40,7
5000,-0.01623974,865,87-36,51
5000,0.00039543188,866,57-49,8
5000,-0.003418229,867,49-7,42
5000,0.06085665,868,7-66,37
5000,0.02107969,869,80-17,63
5000,-0.46863663,870,39-50,85
5000,0.07902716,871,11-15,92
5000,0.000977906,872,55-49,6
5000,-0.09282684,873,81-83,94
5000,0.0071029495,874,86-70,16
5000,0.012981428,875,75-74,1
5000,0.13362475,876,4-2,2
5000,-0.19821367,877,72-82,86
5000,0.0277105,878,4-36,64
5000,0.01781454,879,19-95,20
5000,0.0002319701,880,94-50,44
5000,-0.0155447265,881,85-96,85
5000,0.0046075806,882,54-91,59
5000,-0.000706404,883,42-24,18
5000,0.009751321,884,24-82,38
5000,-0.0016575934,885,24-3,21
5000,0.005353555,886,36-76,56
5000,-0.0020653747,887,39-75,60
5000,-0.004051498,888,26-50,72
5000,0.43737084,889,78-20,58
5000,0.0028875454,890,76-10,66
5000,-0.0001679541,891,83-39,44
5000,-0.030910188,892,22-48,70
5000,0.0064922855,893,70-90,76
5000,0.0014107499,894,85-68,17
5000,-0.019186959,895,66-87,75
5000,1.1189961,896,87-45,42
5000,4.218067e-05,897,82-43,39
5000,0.10625463,898,26-7,19
5000,-0.009478755,899,69-51,18
5000,0.017241215,900,12-18,90
5000,-0.023083366,901,60-31,29
5000,0.06339117,902,25-94,27
5000,0.00084555533,903,25-88,33
5000,-0.029136935,904,63-37,26
5000,0.0028248858,905,61-87,70
5000,-0.00021977533,906,53-91,58
5000,0.0003084015,907,15-57,54
5000,0.004733664,908,42-90,48
5000,-0.0006146963,909,20-14,6
5000,1.3268398,910,66-14,52
5000,0.02842113,911,66-68,94
5000,0.00080151355,912,25-69,52
5000,0.27064794,913,39-25,14
5000,0.0020901358,914,22-49,69
5000,-0.04577347,915,22-14,8
5000,-0.012171727,916,13-84,25
5000,-0.020639395,917,30-36,90
5000,-0.0028122326,918,3-93,6
5000,0.004559366,919,43-48,91
5000,-0.00031914105,920,81-6,75
5000,-0.45330974,921,4-8,92
5000,-0.0033272817,922,21-39,78
5000,0.05966357,923,73-66,7
5000,0.006706793,924,47-50,93
5000,-0.0012217043,925,19-38,77
5000,-0.0026026873,926,5-12,89
5000,-0.00032848117,927,12-53,55
5000,5.105164e-05,928,53-54,95
5000,-0.08201025,929,95-17,78
5000,1.0215101,930,18-69,45
5000,0.14713576,931,24-50,70
5000,-0.047811266,932,27-35,88
5000,0.00042192146,933,38-9,29
5000,-0.0009396451,934,66-48,18
5000,0.014618896,935,3-73,26
5000,-0.28983057,936,76-41,35
5000,0.03955038,937,93-77,16
5000,0.038376912,938,9-39,66
5000,4.687954e-05,939,11-37,70
5000,5.6023066e-05,940,73-16,57
5000,0.027940284,941,23-84,35
5000,-0.0005603203,942,20-38,78
5000,0.01646081,943,71-85,82
5000,0.0012274899,944,59-6,53
5000,-0.010659885,945,32-9,23
5000,0.012581755,946,36-70,62
5000,0.00014812642,947,52-45,7
5000,0.0009273876,948,20-13,7
5000,0.000103523766,949,8-15,89
5000,-0.0020345985,950,25-59,62
5000,0.172912,951,7-46,57
5000,-0.11851032,952,5-96,5
5000,0.5478945,953,61-2,59
5000,-0.016425066,954,28-4,24
5000,0.08295521,955,90-53,37
5000,0.03366201,956,92-85,7
5000,-0.0018292642,957,94-74,20
5000,-0.01048446,958,55-17,38
5000,-0.020585472,959,66-29,37
5000,0.0023784302,960,71-61,10
5000,-0.059408657,961,55-37,18
5000,-0.00013095007,962,24-61,59
5000,0.019290183,963,33-14,19
5000,-0.0007277031,964,52-44,8
5000,0.013507934,965,61-55,6
5000,0.0010206014,966,12-95,13
5000,-1.095812,967,48-16,32
5000,0.0101267435,968,32-94,34
5000,-0.90222,969,53-14,39
5000,0.0006887048,970,73-46,27
5000,-0.009151397,971,40-83,53
5000,-0.36936527,972,31-2,29
5000,0.00024055224,973,15-55,56
5000,-0.36426347,974,51-66,81
5000,-0.027522143,975,30-88,38
5000,0.0028571745,976,74-45,29
5000,0.10947365,977,16-41,71
5000,-0.0026461014,978,7-25,78
5000,-0.002045358,979,72-16,56
5000,0.07223019,980,79-72,7
5000,0.2762139,981,37-82,51
5000,0.0006800055,982,96-87,9
5000,-0.04885483,983,51-70,77
5000,0.043384016,984,39-87,48
5000,-0.006459158,985,67-49,18
5000,0.008562227,986,78-35,43
5000,-0.10360324,987,66-80,82
5000,-0.010399164,988,26-22,4
5000,-0.0005078193,989,71-8,63
5000,0.07342826,990,74-79,91
5000,-0.00022339448,991,5-21,80
5000,-0.0005914683,992,86-94,88
5000,-0.007972542,993,38-89,45
5000,-0.0025614358,994,48-87,57
5000,-0.00014012672,995,10-44,62
5000,-0.014846223,996,69-3,66
5000,0.021317234,997,78-13,65
5000,0.03950404,998,44-37,7
5000,0.0054846145,999,41-52,85
5000,-0.32851234,1000,77-66,11
5000,0.003877983,1001,15-53,58
5000,0.00031600613,1002,38-57,77
5000,0.0039283833,1003,44-94,46
5000,-0.018899823,1004,72-32,40
5000,1.0161877,1005,72-4,68
5000,-0.028246967,1006,32-90,38
5000,-0.00045145935,1007,52-78,70
5000,0.0010772686,1008,22-39,79
5000,0.1503752,1009,44-8,36
5000,0.059557468,1010,14-56,54
5000,-0.0006857631,1011,68-69,95
5000,-0.0140711125,1012,92-72,20
5000,-0.011599119,1013,64-23,41
5000,0.07028666,1014,61-63,94
5000,-0.033608526,1015,38-80,54
5000,0.00658784,1016,67-55,12
5000,-0.011596388,1017,37-38,95
5000,-0.0059831273,1018,10-7,3
5000,0.20445715,1019,63-28,35
5000,-0.0002779686,1020,29-63,62
5000,-0.024664812,1021,6-91,11
5000,-0.24669954,1022,13-18,91
5000,-0.0012314513,1023,86-14,72
5000,-0.0436699,1024,47-75,68
5000,-0.013251292,1025,41-15,26
5000,-0.06838353,1026,89-67,22
5000,0.08099878,1027,68-42,26
5000,0.07022655,1028,86-87,95
5000,-0.00068416516,1029,68-31,37
5000,-0.00010485863,1030,3-41,58
5000,-0.011550802,1031,41-44,93
5000,-0.0014731532,1032,23-14,9
5000,-0.00049591716,1033,88-87,1
5000,-0.48184463,1034,65-29,36
5000,0.0005751197,1035,90-19,71
5000,-0.00664719,1036,33-85,44
5000,0.0065339627,1037,90-5,85
5000,0.003161886,1038,73-19,54
5000,0.00046567206,1039,91-78,13
5000,0.0036977415,1040,47-91,52
5000,0.0030258344,1041,20-60,56
5000,-4.17385e-05,1042,11-44,63
5000,-0.39719743,1043,93-68,25
5000,-0.009297867,1044,75-4,71
5000,-0.022305189,1045,71-44,27
5000,1.6967806e-05,1046,49-5,44
5000,-0.0010761247,1047,61-96,61
5000,-7.172578e-05,1048,41-96,41
5000,0.26766428,1049,20-47,69
5000,-0.002352246,1050,35-73,58
5000,-0.0028003836,1051,51-81,66
5000,-0.25922936,1052,37-53,80
5000,-0.0062248986,1053,81-61,20
5000,0.00026542915,1054,73-93,76
5000,-0.005099018,1055,49-45,4
5000,-0.00034810085,1056,11-13,94
5000,0.034951624,1057,51-72,75
5000,0.045464627,1058,32-19,13
5000,0.82791096,1059,54-97,53
5000,0.01313217,1060,29-59,66
5000,-0.0035065128,1061,12-89,19
5000,0.008308533,1062,8-76,28
5000,0.09657917,1063,80-66,14
5000,-3.3066468,1064,74-54,20
5000,0.8342428,1065,27-88,35
5000,-0.011628287,1066,39-78,57
5000,0.0033349674,1067,49-86,59
5000,-1.39487975e-05,1068,43-5,38
5000,0.18099943,1069,27-90,33
5000,-0.024892334,1070,14-22,88
5000,0.018447828,1071,41-20,21
5000,-0.044945456,1072,91-74,17
5000,-0.0009343794,1073,59-83,72
5000,0.013727842,1074,75-43,32
5000,-0.02058615,1075,50-74,72
5000,-0.002648099,1076,79-45,34
5000,-0.048112243,1077,74-26,48
5000,-1.4679983,1078,32-48,80
5000,-0.00056160614,1079,71-80,87
5000,-0.040847063,1080,48-17,31
5000,0.029413642,1081,29-51,74
5000,-0.015711369,1082,26-94,28
5000,0.020490067,1083,34-88,42
5000,0.0005801511,1084,93-82,11
5000,-0.000433865,1085,23-67,52
5000,0.0005743606,1086,15-41,70
5000,0.011806331,1087,12-22,86
5000,0.109189704,1088,22-8,14
5000,0.03707312,1089,30-2,28
5000,-0.01613225,1090,11-43,64
5000,0.0028471353,1091,63-50,13
5000,-0.029503312,1092,44-78,62
5000,0.014690718,1093,14-17,93
5000,-0.0010542551,1094,38-95,39
5000,2.4258125,1095,78-42,36
5000,-0.00711645,1096,36-79,53
5000,-0.0036116135,1097,59-80,75
5000,0.00014592151,1098,83-64,19
5000,-0.000644794,1099,77-37,40
5000,0.011434312,1100,25-25,0
5000,-0.31194997,1101,70-82,84
5000,-0.46947947,1102,38-33,5
5000,-0.05044975,1103,36-91,41
5000,0.0012208727,1104,76-81,91
5000,-0.009973469,1105,68-26,42
5000,0.23278995,1106,20-77,39
5000,-0.0012055591,1107,94-75,19
5000,0.00020367443,1108,46-41,5
5000,-0.0022017944,1109,91-9,82
5000,-0.2065112,1110,11-56,51
5000,-0.0022674676,1111,14-53,57
5000,-0.009923435,1112,77-96,77
5000,-0.03615471,1113,9-34,71
5000,0.0010019147,1114,80-35,45
5000,0.007187046,1115,49-13,36
5000,-0.03018218,1116,81-85,92
5000,-0.014689883,1117,65-64,1
5000,0.20198153,1118,91-7,84
5000,0.03214386,1119,22-45,73
5000,-0.040861703,1120,19-36,79
5000,0.04214014,1121,29-12,17
5000,-0.004758591,1122,8-74,30
5000,-0.9154422,1123,38-24,14
5000,0.46331573,1124,62-50,12
5000,0.1369724,1125,57-17,40
5000,-0.0008796496,1126,58-92,62
5000,-0.017162414,1127,5-28,73
5000,-0.06864102,1128,79-47,32
5000,-0.0024456792,1129,45-81,60
5000,0.00016243101,1130,42-9,33
5000,0.031241663,1131,57-29,28
5000,0.001909421,1132,73-56,17
5000,-0.0040375413,1133,71-27,44
5000,0.09260399,1134,42-94,44
5000,0.016402462,1135,27-55,68
5000,0.038102865,1136,92-21,71
5000,0.0011815598,1137,14-27,83
5000,-0.077739544,1138,92-55,37
5000,0.00041498672,1139,32-37,91
5000,0.007978139,1140,43-54,85
5000,0.021802548,1141,38-39,95
5000,-0.00023785255,1142,79-14,65
5000,-0.03349144,1143,24-52,68
5000,-0.005744408,1144,55-6,49
5000,0.40177828,1145,30-61,65
5000,-0.0007032738,1146,47-74,69
5000,-0.030043242,1147,25-63,58
5000,-0.0005759899,1148,60-22,38
5000,0.036123786,1149,28-6,22
5000,0.0029854039,1150,64-81,79
5000,-0.48201603,1151,48-20,28
5000,0.042342402,1152,94-95,95
5000,-0.025613368,1153,79-36,43
5000,0.005846886,1154,84-54,30
5000,-0.0012309963,1155,15-63,48
5000,-3.8014634e-05,1156,22-72,46
5000,-0.000546002,1157,70-91,75
5000,-0.122400515,1158,87-12,75
5000,-0.00041011354,1159,2-47,51
5000,0.009843562,1160,82-84,94
5000,-0.008367549,1161,94-8,86
5000,5.636869e-06,1162,64-89,71
5000,0.0006263701,1163,64-21,43
5000,-0.2787976,1164,30-53,73
5000,-0.0012592024,1165,10-94,12
5000,0.0043153707,1166,59-34,25
5000,-2.875118e-05,1167,12-12,0
5000,0.12754577,1168,42-43,95
5000,0.0001489736,1169,13-54,55
5000,0.028746365,1170,59-52,7
5000,-0.034382515,1171,23-57,62
5000,-0.011105135,1172,36-10,26
5000,0.004402252,1173,13-12,1
5000,-0.027772125,1174,34-47,83
5000,0.053485796,1175,44-29,15
5000,0.015466366,1176,60-33,27
5000,-0.020749817,1177,5-17,84
5000,0.00053454924,1178,52-47,5
5000,0.60433847,1179,94-14,80
5000,-0.19750443,1180,58-81,73
5000,-0.0009072691,1181,82-5,77
5000,0.0038724958,1182,28-22,6
5000,-0.00028883092,1183,27-15,12
5000,-0.053592358,1184,42-2,40
5000,-0.02291344,1185,87-47,40
5000,-0.02063591,1186,35-54,77
5000,0.00233257,1187,96-57,39
5000,-0.00071783765,1188,81-2,79
5000,-0.06751151,1189,23-12,11
5000,0.0051289364,1190,78-75,3
5000,0.0017189746,1191,36-53,79
5000,0.25915658,1192,53-30,23
5000,-0.00066842436,1193,40-65,71
5000,0.016532356,1194,46-42,4
5000,0.011812745,1195,69-22,47
5000,-0.070778266,1196,12-4,8
5000,-0.008055865,1197,23-62,57
5000,-0.00018829678,1198,77-84,89
5000,0.0048344727,1199,63-91,68
5000,0.0064451094,1200,30-78,48
5000,0.000747387,1201,26-93,29
5000,-0.0008744009,1202,57-44,13
5000,-0.0037924321,1203,93-49,44
5000,0.6423693,1204,68-8,60
5000,-0.0034769855,1205,59-74,81
5000,-0.07526405,1206,19-47,68
5000,0.04667172,1207,42-78,60
5000,0.012466541,1208,86-52,34
5000,-0.35086086,1209,7-69,34
5000,-0.0005617578,1210,50-49,1
5000,0.05265336,1211,95-55,40
5000,-0.03341801,1212,6-79,23
5000,0.04254894,1213,64-80,80
5000,0.00013287156,1214,39-67,68
5000,-0.00061081967,1215,34-95,35
5000,0.018363295,1216,97-2,95
5000,0.33634,1217,97-62,35
5000,0.26084092,1218,87-92,91
5000,-0.07669471,1219,33-63,66
5000,0.00080503116,1220,85-93,88
5000,0.0010364446,1221,73-78,91
5000,0.0005767239,1222,77-7,70
5000,0.011876158,1223,49-58,87
5000,0.005076139,1224,13-90,19
5000,-0.20867883,1225,77-93,80
5000,-0.0023017353,1226,86-65,21
5000,0.026381908,1227,85-18,67
5000,-9.384287e-05,1228,17-25,88
5000,-0.05525613,1229,18-58,56
5000,0.34549066,1230,18-56,58
5000,-0.47353685,1231,32-27,5
5000,-0.0008983306,1232,70-81,85
5000,0.006412931,1233,21-61,56
5000,0.00314668,1234,16-48,64
